variable,dtype,non_null_count,null_count,unique_values,year_coverage,sample_values
famjews,float64,1216,71174,7,2000-2000,"[3.0, 4.0, 5.0, 2.0, 2.0]"
neieth14,float64,1215,71175,7,2000-2000,"[3.0, 1.0, 3.0, 2.0, 1.0]"
neieth10,float64,1215,71175,7,2000-2000,"[3.0, 1.0, 4.0, 4.0, 4.0]"
neieth1,float64,1215,71175,7,2000-2000,"[4.0, 4.0, 4.0, 3.0, 2.0]"
supfam1,float64,1214,71176,21,2002-2002,"[21.0, 27.0, 21.0, 25.0, 21.0]"
notvote,float64,1213,71177,7,2014-2014,"[7.0, 1.0, 7.0, 7.0, 7.0]"
neieth9,float64,1213,71177,7,2000-2000,"[3.0, 4.0, 2.0, 4.0, 4.0]"
neieth6,float64,1212,71178,7,2000-2000,"[5.0, 4.0, 2.0, 4.0, 1.0]"
patriot4,float64,1212,71178,5,2014-2014,"[4.0, 1.0, 4.0, 1.0, 4.0]"
patriot1,float64,1212,71178,5,2014-2014,"[2.0, 1.0, 1.0, 1.0, 3.0]"
refugees,float64,1212,71178,5,1996-1996,"[1.0, 3.0, 5.0, 5.0, 2.0]"
devil,float64,1212,71178,4,1991-1991,"[1.0, 1.0, 1.0, 4.0]"
nanoknw1,float64,1211,71179,2,2006-2010,"[1.0, 1.0]"
openmind,float64,1211,71179,4,1990-1990,"[2.0, 2.0, 2.0, 2.0]"
hhclean1,float64,1207,71183,6,2012-2022,"[3.0, 1.0, 6.0, 3.0, 2.0]"
immcult,float64,1207,71183,5,2014-2014,"[4.0, 3.0, 3.0, 5.0, 4.0]"
famasns,float64,1206,71184,7,2000-2000,"[3.0, 1.0, 2.0, 2.0, 3.0]"
fareasns,float64,1205,71185,7,1990-1990,"[4.0, 4.0, 5.0, 3.0, 4.0]"
spfalook,float64,1203,71187,49,2012-2022,"[0.0, 10.0, 40.0, 22.0, 0.0]"
natarts,float64,1203,71187,3,1998-1998,"[2.0, 1.0, 2.0]"
schlpray,float64,1203,71187,4,1991-1991,"[3.0, 4.0, 4.0, 4.0]"
socsecnu,float64,1203,71187,2,1998-1998,"[1.0, 2.0]"
treat1,float64,1203,71187,4,2000-2000,"[2.0, 2.0, 2.0, 1.0]"
pandinc,float64,1202,71188,5,2022-2022,"[1.0, 1.0, 3.0, 1.0, 3.0]"
hmo1,float64,1202,71188,5,1998-1998,"[5.0, 2.0, 4.0, 4.0, 2.0]"
malekids,float64,1202,71188,7,2022-2022,"[1.0, 1.0, 0.0, 1.0, 1.0]"
socid1,float64,1201,71189,10,2004-2004,"[8.0, 3.0, 8.0, 8.0, 5.0]"
books16,float64,1199,71191,9,2000-2000,"[4.0, 5.0, 7.0, 6.0, 1.0]"
marnum,float64,1199,71191,2,1994-1994,"[1.0, 2.0]"
pasup,float64,1199,71191,5,2000-2000,"[2.0, 1.0, 1.0, 1.0, 3.0]"
payhard,float64,1198,71192,5,2000-2000,"[3.0, 2.0, 2.0, 2.0, 2.0]"
internet,float64,1198,71192,5,2004-2004,"[1.0, 1.0, 2.0, 2.0, 1.0]"
treat2,float64,1198,71192,4,2000-2000,"[1.0, 1.0, 1.0, 3.0]"
rewrdint,float64,1198,71192,5,2000-2000,"[1.0, 2.0, 4.0, 1.0, 2.0]"
hmo5,float64,1198,71192,5,1998-1998,"[3.0, 4.0, 2.0, 2.0, 4.0]"
treat3,float64,1198,71192,4,2000-2000,"[1.0, 1.0, 2.0, 4.0]"
usjews,float64,1197,71193,37,2000-2000,"[40.0, 35.0, 8.0, 10.0, 15.0]"
kidsaway,float64,1197,71193,5,2004-2004,"[1.0, 3.0, 3.0, 2.0, 2.0]"
treat4,float64,1196,71194,4,2000-2000,"[2.0, 1.0, 2.0, 3.0]"
socid2,float64,1196,71194,10,2004-2004,"[9.0, 8.0, 8.0, 1.0, 1.0]"
patrhsps,float64,1195,71195,7,1990-1990,"[2.0, 4.0, 4.0, 5.0, 4.0]"
hmo4,float64,1194,71196,5,1998-1998,"[4.0, 4.0, 4.0, 4.0, 4.0]"
treat7,float64,1193,71197,4,2000-2000,"[2.0, 3.0, 1.0, 1.0]"
rewrdeff,float64,1193,71197,5,2000-2000,"[2.0, 3.0, 2.0, 1.0, 3.0]"
kidshere,float64,1193,71197,5,2004-2004,"[1.0, 1.0, 1.0, 1.0, 2.0]"
corrupt,float64,1193,71197,5,2000-2000,"[4.0, 4.0, 5.0, 1.0, 4.0]"
femarry,float64,1192,71198,4,1988-1988,"[3.0, 4.0, 4.0, 3.0]"
fairjews,float64,1192,71198,7,2000-2000,"[3.0, 3.0, 4.0, 4.0, 5.0]"
immimp,float64,1192,71198,5,2004-2004,"[2.0, 3.0, 2.0, 2.0, 3.0]"
influjew,float64,1191,71199,3,1990-1990,"[2.0, 2.0, 1.0]"
contpr,float64,1191,71199,4,2000-2000,"[2.0, 3.0, 2.0, 4.0]"
givoth,float64,1191,71199,2,1996-1996,"[1.0, 2.0]"
contcuba,float64,1189,71201,4,2000-2000,"[4.0, 3.0, 3.0, 3.0]"
nonbinkids,float64,1189,71201,2,2022-2022,"[2.0, 2.0]"
indusoth,float64,1189,71201,2,1989-1989,"[2.0, 2.0]"
memarry,float64,1188,71202,4,1988-1988,"[4.0, 1.0, 4.0, 3.0]"
contvn,float64,1187,71203,4,2000-2000,"[3.0, 3.0, 3.0, 3.0]"
usedmntl,float64,1187,71203,2,1998-1998,"[2.0, 1.0]"
immassim,float64,1185,71205,3,2014-2014,"[2.0, 3.0, 2.0]"
paysup,float64,1184,71206,5,2000-2000,"[2.0, 2.0, 3.0, 4.0, 3.0]"
restact,float64,1183,71207,7,1986-1986,"[1.0, 4.0, 3.0, 1.0, 1.0]"
socid3,float64,1183,71207,10,2004-2004,"[1.0, 1.0, 3.0, 3.0, 2.0]"
gvtrghts,float64,1182,71208,7,2014-2014,"[4.0, 7.0, 7.0, 7.0, 5.0]"
whyjbend,float64,1181,71209,9,1998-2016,"[8.0, 1.0, 1.0, 2.0, 5.0]"
daynight,float64,1181,71209,5,2008-2008,"[1.0, 1.0, 1.0, 1.0, 1.0]"
acqattnd,float64,1180,71210,5,2006-2006,"[2.0, 3.0, 4.0, 3.0, 3.0]"
racdif2x,float64,1180,71210,2,2022-2022,"[2.0, 2.0]"
fairasns,float64,1180,71210,7,2000-2000,"[5.0, 2.0, 1.0, 4.0, 3.0]"
immcosts,float64,1179,71211,5,2004-2004,"[3.0, 3.0, 4.0, 4.0, 4.0]"
payfam1,float64,1179,71211,5,2000-2000,"[3.0, 3.0, 5.0, 3.0, 1.0]"
caregrp,float64,1177,71213,5,1987-1987,"[4.0, 3.0, 5.0, 3.0, 4.0]"
antirel,float64,1177,71213,4,1991-1991,"[3.0, 1.0, 3.0, 4.0]"
givegrp,float64,1177,71213,2,1987-1987,"[1.0, 2.0]"
hmo3,float64,1177,71213,5,1998-1998,"[4.0, 4.0, 4.0, 4.0, 2.0]"
forcult,float64,1177,71213,5,2004-2004,"[3.0, 3.0, 3.0, 4.0, 1.0]"
influhsp,float64,1176,71214,3,1990-1990,"[3.0, 2.0, 2.0]"
attndgrp,float64,1176,71214,2,1987-1987,"[1.0, 2.0]"
leadgrp,float64,1175,71215,2,1987-1987,"[1.0, 1.0]"
prespop,float64,1174,71216,2,2012-2012,"[2.0, 2.0]"
servegrp,float64,1174,71216,2,1987-1987,"[1.0, 1.0]"
payeduc,float64,1174,71216,5,1998-1998,"[3.0, 5.0, 3.0, 5.0, 3.0]"
knwblk,float64,1174,71216,2,2000-2000,"[1.0, 1.0]"
comjews,float64,1174,71216,24,2000-2000,"[0.0, 0.0, 0.0, 0.0, 3.0]"
patrasns,float64,1173,71217,7,1990-1990,"[5.0, 2.0, 2.0, 4.0, 2.0]"
lobbygrp,float64,1173,71217,2,1987-1987,"[1.0, 2.0]"
paydojob,float64,1173,71217,5,1998-1998,"[1.0, 1.0, 3.0, 2.0, 1.0]"
pargovt,float64,1173,71217,4,1990-1990,"[2.0, 2.0, 2.0, 2.0]"
swithlth,float64,1172,71218,3,1998-1998,"[2.0, 2.0, 2.0]"
knwlawyr,float64,1172,71218,4,2018-2018,"[1.0, 1.0, 4.0, 2.0]"
knwcuttr,float64,1172,71218,4,2018-2018,"[2.0, 4.0, 1.0, 2.0]"
knwnurse,float64,1172,71218,4,2018-2018,"[3.0, 4.0, 2.0, 1.0]"
knwbus,float64,1172,71218,4,2018-2018,"[4.0, 2.0, 4.0, 4.0]"
knwmchnc,float64,1172,71218,4,2018-2018,"[4.0, 4.0, 4.0, 2.0]"
hlpsick,float64,1172,71218,7,2018-2018,"[1.0, 1.0, 1.0, 1.0, 1.0]"
knwcop,float64,1172,71218,4,2018-2018,"[3.0, 4.0, 1.0, 2.0]"
treat5,float64,1171,71219,4,2000-2000,"[1.0, 3.0, 1.0, 4.0]"
writegrp,float64,1171,71219,2,1987-1987,"[2.0, 2.0]"
spklang1,float64,1171,71219,29,1996-1996,"[5.0, 1.0, 1.0, 2.0, 1.0]"
knwtcher,float64,1171,71219,4,2018-2018,"[4.0, 3.0, 2.0, 2.0]"
hmo6,float64,1171,71219,5,1998-1998,"[3.0, 2.0, 3.0, 5.0, 2.0]"
knwclenr,float64,1171,71219,4,2018-2018,"[4.0, 1.0, 2.0, 1.0]"
influso,float64,1171,71219,3,1990-1990,"[2.0, 3.0, 2.0]"
cntctfam,float64,1170,71220,10,2018-2018,"[4.0, 5.0, 4.0, 1.0, 8.0]"
dinefrds,float64,1170,71220,8,2018-2018,"[2.0, 8.0, 2.0, 3.0, 8.0]"
upset,float64,1170,71220,5,2018-2018,"[2.0, 2.0, 3.0, 1.0, 2.0]"
racdif3x,float64,1170,71220,2,2022-2022,"[2.0, 2.0]"
lonely3,float64,1170,71220,5,2018-2018,"[2.0, 2.0, 1.0, 1.0, 3.0]"
cntctpar,float64,1170,71220,10,2018-2018,"[2.0, 4.0, 9.0, 2.0, 9.0]"
runpower,float64,1169,71221,2,1996-1996,"[1.0, 1.0]"
knwexec,float64,1169,71221,4,2018-2018,"[4.0, 1.0, 2.0, 3.0]"
satlife,float64,1169,71221,7,2018-2018,"[1.0, 2.0, 4.0, 2.0, 3.0]"
intcntct,float64,1169,71221,6,2018-2018,"[5.0, 2.0, 2.0, 3.0, 1.0]"
numlangs,float64,1169,71221,4,2018-2018,"[2.0, 1.0, 2.0, 2.0]"
hlpdown,float64,1168,71222,7,2018-2018,"[3.0, 3.0, 3.0, 1.0, 6.0]"
knwhrman,float64,1168,71222,4,2018-2018,"[4.0, 1.0, 4.0, 3.0]"
fampress,float64,1168,71222,5,2018-2018,"[1.0, 1.0, 1.0, 3.0, 1.0]"
hlphome,float64,1168,71222,7,2018-2018,"[1.0, 1.0, 6.0, 3.0, 1.0]"
conwkday,float64,1168,71222,6,2018-2018,"[4.0, 2.0, 4.0, 4.0, 4.0]"
strvbiasy,float64,1168,71222,2,2021-2021,"[2.0, 2.0]"
kidnum,float64,1168,71222,9,2002-2012,"[0.0, 0.0, 0.0, 0.0, 0.0]"
cntctfrd,float64,1168,71222,10,2018-2018,"[1.0, 4.0, 8.0, 2.0, 7.0]"
lonely1,float64,1167,71223,5,2018-2018,"[3.0, 4.0, 1.0, 2.0, 1.0]"
unhappy,float64,1167,71223,5,2018-2018,"[2.0, 3.0, 3.0, 2.0, 2.0]"
mygoals,float64,1167,71223,7,2018-2018,"[2.0, 1.0, 1.0, 2.0, 1.0]"
conf2f,float64,1167,71223,5,2018-2018,"[2.0, 3.0, 5.0, 5.0, 3.0]"
hlpsickr,float64,1166,71224,7,2018-2018,"[1.0, 1.0, 1.0, 5.0, 1.0]"
cntctsib,float64,1166,71224,10,2018-2018,"[3.0, 6.0, 9.0, 1.0, 5.0]"
lonely2,float64,1166,71224,5,2018-2018,"[2.0, 1.0, 4.0, 1.0, 1.0]"
partlsc,float64,1166,71224,5,2018-2018,"[5.0, 1.0, 2.0, 3.0, 3.0]"
hlpadvce,float64,1166,71224,7,2018-2018,"[1.0, 1.0, 3.0, 1.0, 1.0]"
hlpsococ,float64,1165,71225,7,2018-2018,"[1.0, 1.0, 1.0, 3.0, 3.0]"
partvol,float64,1165,71225,5,2018-2018,"[5.0, 3.0, 5.0, 4.0, 5.0]"
spdsabkd,float64,1165,71225,5,1990-1990,"[1.0, 3.0, 2.0, 3.0, 3.0]"
pilingup,float64,1164,71226,5,2018-2018,"[1.0, 2.0, 1.0, 1.0, 3.0]"
patriot2,float64,1164,71226,5,2014-2014,"[2.0, 5.0, 2.0, 2.0, 4.0]"
treat9,float64,1164,71226,4,2000-2000,"[3.0, 1.0, 2.0, 1.0]"
racdif4x,float64,1164,71226,2,2022-2022,"[2.0, 1.0]"
relscrpt,float64,1163,71227,2,2018-2018,"[1.0, 1.0]"
partpart,float64,1163,71227,5,2018-2018,"[4.0, 3.0, 5.0, 5.0, 5.0]"
spfoodkd,float64,1162,71228,5,1990-1990,"[2.0, 2.0, 3.0, 4.0, 1.0]"
famvswrk,float64,1162,71228,5,2002-2002,"[4.0, 4.0, 4.0, 3.0, 3.0]"
conpharvac,float64,1162,71228,3,2021-2021,"[2.0, 1.0, 2.0]"
trcourts,float64,1162,71228,11,2018-2018,"[6.0, 7.0, 4.0, 10.0, 1.0]"
tiredwrk,float64,1161,71229,5,2002-2002,"[4.0, 4.0, 4.0, 3.0, 6.0]"
noonehrt,float64,1161,71229,2,1996-1996,"[1.0, 2.0]"
spdrugs,float64,1160,71230,5,1990-1990,"[2.0, 1.0, 3.0, 3.0, 2.0]"
paytime,float64,1160,71230,5,1998-1998,"[2.0, 2.0, 2.0, 2.0, 2.0]"
confedvac,float64,1159,71231,3,2021-2021,"[2.0, 3.0, 1.0]"
hlpresde,float64,1158,71232,7,2018-2018,"[1.0, 1.0, 1.0, 2.0, 1.0]"
runbanks,float64,1158,71232,2,1996-1996,"[1.0, 2.0]"
known2,float64,1158,71232,3,1985-1985,"[3.0, 3.0, 3.0]"
hmo2,float64,1158,71232,5,1998-1998,"[3.0, 5.0, 3.0, 4.0, 4.0]"
doclist,float64,1158,71232,2,1998-1998,"[1.0, 1.0]"
govlazy,float64,1157,71233,5,2018-2018,"[4.0, 2.0, 4.0, 3.0, 1.0]"
medpay,float64,1157,71233,3,2022-2022,"[2.0, 3.0, 3.0]"
sphomekd,float64,1157,71233,5,1990-1990,"[3.0, 2.0, 3.0, 2.0, 3.0]"
tiredhme,float64,1157,71233,5,2002-2002,"[4.0, 3.0, 2.0, 4.0, 3.0]"
racdif1x,float64,1156,71234,2,2022-2022,"[1.0, 2.0]"
sphlthkd,float64,1156,71234,5,1990-1990,"[3.0, 2.0, 2.0, 2.0, 3.0]"
treat11,float64,1156,71234,4,2000-2000,"[3.0, 1.0, 3.0, 3.0]"
mhsymp,float64,1156,71234,4,2006-2006,"[2.0, 4.0, 2.0, 3.0]"
treat6,float64,1156,71234,4,2000-2000,"[1.0, 2.0, 3.0, 4.0]"
probhlp1,float64,1156,71234,35,1996-2006,"[506.0, 506.0, 106.0, 506.0, 106.0]"
runhosp,float64,1156,71234,2,1996-1996,"[1.0, 1.0]"
cntctkid,float64,1156,71234,10,2018-2018,"[1.0, 1.0, 1.0, 9.0, 9.0]"
medwtlst,float64,1156,71234,3,2022-2022,"[2.0, 2.0, 2.0]"
hlploan,float64,1156,71234,7,2018-2018,"[6.0, 1.0, 3.0, 1.0, 3.0]"
strsshme,float64,1155,71235,5,2002-2002,"[1.0, 2.0, 2.0, 2.0, 2.0]"
hlppaper,float64,1155,71235,7,2018-2018,"[1.0, 1.0, 1.0, 4.0, 5.0]"
christns,float64,1155,71235,5,2018-2018,"[1.0, 3.0, 3.0, 1.0, 1.0]"
jobvsfam,float64,1155,71235,5,2002-2002,"[6.0, 3.0, 4.0, 3.0, 3.0]"
sbsex4,float64,1155,71235,2,1994-1994,"[2.0, 2.0]"
sppoorkd,float64,1155,71235,5,1990-1990,"[2.0, 1.0, 3.0, 3.0, 1.0]"
advcowrk,float64,1154,71236,2,2000-2002,"[1.0, 2.0]"
seesand,float64,1154,71236,5,2008-2008,"[1.0, 5.0, 5.0, 5.0, 5.0]"
payfam,float64,1154,71236,5,1998-1998,"[2.0, 5.0, 3.0, 3.0, 3.0]"
fund_next,float64,1153,71237,3,2022-2022,"[3.0, 3.0, 3.0]"
spheadst,float64,1153,71237,5,1990-1990,"[3.0, 2.0, 2.0, 2.0, 3.0]"
advsup,float64,1153,71237,2,2000-2002,"[1.0, 2.0]"
mekdcare,float64,1153,71237,4,2002-2002,"[2.0, 1.0, 1.0, 3.0]"
medcommt,float64,1153,71237,3,2022-2022,"[2.0, 2.0, 2.0]"
racopeny,float64,1153,71237,3,2022-2022,"[1.0, 1.0, 2.0]"
advcfrnd,float64,1153,71237,2,2000-2002,"[2.0, 1.0]"
treat10,float64,1153,71237,4,2000-2000,"[3.0, 2.0, 4.0, 4.0]"
advofrnd,float64,1153,71237,2,2000-2002,"[2.0, 1.0]"
ntcitvte,float64,1152,71238,7,2014-2014,"[1.0, 3.0, 2.0, 5.0, 3.0]"
advsib,float64,1152,71238,2,2000-2002,"[2.0, 2.0]"
covemply,float64,1152,71238,6,2022-2022,"[6.0, 5.0, 2.0, 6.0, 6.0]"
advfam,float64,1152,71238,2,2000-2002,"[1.0, 1.0]"
timehome,float64,1152,71238,5,2002-2002,"[1.0, 2.0, 2.0, 1.0, 1.0]"
sbalive4,float64,1152,71238,2,1994-1994,"[1.0, 2.0]"
advtchr,float64,1151,71239,2,2000-2002,"[2.0, 1.0]"
advsp,float64,1151,71239,2,2000-2002,"[2.0, 2.0]"
advpar,float64,1151,71239,2,2000-2002,"[2.0, 2.0]"
advlib,float64,1151,71239,2,2000-2002,"[2.0, 2.0]"
trbigbus,float64,1151,71239,11,2018-2018,"[5.0, 5.0, 3.0, 8.0, 7.0]"
difrel,float64,1151,71239,5,2018-2018,"[5.0, 4.0, 2.0, 2.0, 4.0]"
sbrel4,float64,1151,71239,4,1994-1994,"[1.0, 1.0, 1.0, 1.0]"
advstu,float64,1150,71240,2,2000-2002,"[2.0, 2.0]"
petb4,float64,1150,71240,2,2018-2018,"[1.0, 2.0]"
spwrkpar,float64,1150,71240,5,1990-1990,"[2.0, 5.0, 2.0, 3.0, 2.0]"
sibnum,float64,1149,71241,15,2002-2002,"[6.0, 3.0, 0.0, 4.0, 2.0]"
lookjob,float64,1149,71241,2,1998-2016,"[2.0, 2.0]"
strvbias,float64,1149,71241,2,2021-2021,"[2.0, 2.0]"
disblty,float64,1149,71241,2,2022-2022,"[1.0, 1.0]"
smallgap,float64,1148,71242,5,2018-2018,"[4.0, 3.0, 3.0, 3.0, 2.0]"
mehhwork,float64,1148,71242,4,2002-2002,"[1.0, 1.0, 3.0, 1.0]"
mhfright,float64,1148,71242,4,2006-2006,"[4.0, 4.0, 2.0, 3.0]"
numpets,float64,1147,71243,20,2018-2018,"[0.0, 4.0, 3.0, 0.0, 0.0]"
govvsrel,float64,1147,71243,5,2018-2018,"[2.0, 4.0, 4.0, 4.0, 2.0]"
nattime,float64,1147,71243,4,2018-2018,"[3.0, 1.0, 3.0, 2.0]"
conhlth,float64,1147,71243,5,2022-2022,"[3.0, 5.0, 3.0, 2.0, 3.0]"
acqdems,float64,1147,71243,5,2006-2006,"[1.0, 2.0, 3.0, 1.0, 3.0]"
mcsds1,float64,1146,71244,2,2018-2018,"[1.0, 1.0]"
natrelax,float64,1146,71244,4,2018-2018,"[1.0, 1.0, 2.0, 1.0]"
nattimeok,float64,1146,71244,4,2018-2018,"[3.0, 1.0, 1.0, 1.0]"
natsat,float64,1146,71244,4,2018-2018,"[1.0, 1.0, 2.0, 1.0]"
natnotice,float64,1146,71244,4,2018-2018,"[1.0, 1.0, 1.0, 1.0]"
natviews,float64,1146,71244,4,2018-2018,"[1.0, 1.0, 1.0, 2.0]"
advchld,float64,1146,71244,2,2000-2002,"[2.0, 2.0]"
natactive,float64,1146,71244,4,2018-2018,"[1.0, 1.0, 1.0, 1.0]"
sppregnt,float64,1145,71245,5,1990-1990,"[3.0, 3.0, 3.0, 2.0, 3.0]"
nataccess,float64,1145,71245,4,2018-2018,"[1.0, 1.0, 1.0, 1.0]"
mavisit1,float64,1145,71245,10,2002-2002,"[3.0, 4.0, 9.0, 3.0, 7.0]"
unmoney,float64,1145,71245,4,1989-1989,"[3.0, 1.0, 4.0, 1.0]"
pavisit1,float64,1145,71245,10,2002-2002,"[2.0, 4.0, 9.0, 9.0, 9.0]"
relext3,float64,1144,71246,4,2018-2018,"[1.0, 1.0, 1.0, 1.0]"
relrlvnt,float64,1144,71246,5,2018-2018,"[4.0, 3.0, 2.0, 3.0, 4.0]"
nmbrkids,float64,1144,71246,12,2022-2022,"[2.0, 1.0, 2.0, 1.0, 1.0]"
uncaunts,float64,1143,71247,4,2002-2002,"[3.0, 3.0, 3.0, 2.0]"
fechld2,float64,1142,71248,5,2022-2022,"[1.0, 1.0, 2.0, 5.0, 3.0]"
mcsds6,float64,1142,71248,2,2018-2018,"[1.0, 1.0]"
mcsds5,float64,1142,71248,2,2018-2018,"[2.0, 2.0]"
grpnei,float64,1142,71248,4,2002-2002,"[1.0, 4.0, 4.0, 4.0]"
mcsds3,float64,1142,71248,2,2018-2018,"[1.0, 1.0]"
mcsds2,float64,1142,71248,2,2018-2018,"[1.0, 2.0]"
grpsport,float64,1142,71248,4,2002-2002,"[4.0, 4.0, 2.0, 1.0]"
justpay,float64,1142,71248,6,2000-2000,"[3.0, 3.0, 2.0, 3.0, 3.0]"
natmeet,float64,1142,71248,4,2018-2018,"[1.0, 2.0, 1.0, 2.0]"
neifrd,float64,1142,71248,19,2002-2002,"[3.0, 2.0, 0.0, 3.0, 0.0]"
grpoth,float64,1142,71248,4,2002-2002,"[1.0, 1.0, 1.0, 4.0]"
cousins,float64,1142,71248,4,2002-2002,"[2.0, 1.0, 3.0, 1.0]"
sick1a,float64,1142,71248,17,2002-2002,"[2.0, 13.0, 13.0, 18.0, 1.0]"
grpchurh,float64,1142,71248,4,2002-2002,"[4.0, 4.0, 2.0, 2.0]"
frdenjoy,float64,1141,71249,5,2002-2002,"[3.0, 2.0, 2.0, 1.0, 2.0]"
grpunion,float64,1141,71249,4,2002-2002,"[4.0, 4.0, 1.0, 1.0]"
grppol,float64,1141,71249,4,2002-2002,"[4.0, 4.0, 3.0, 4.0]"
grpchrty,float64,1141,71249,4,2002-2002,"[4.0, 4.0, 4.0, 4.0]"
mcsds4,float64,1141,71249,2,2018-2018,"[1.0, 2.0]"
influasn,float64,1141,71249,3,1990-1990,"[2.0, 3.0, 3.0]"
bestfrd,float64,1140,71250,5,2002-2002,"[4.0, 3.0, 3.0, 3.0, 3.0]"
niecenep,float64,1140,71250,4,2002-2002,"[2.0, 2.0, 2.0, 4.0]"
mcsds7,float64,1140,71250,2,2018-2018,"[2.0, 2.0]"
treat8,float64,1140,71250,4,2000-2000,"[2.0, 4.0, 2.0, 1.0]"
sibinlaw,float64,1140,71250,4,2002-2002,"[3.0, 1.0, 3.0, 2.0]"
parslaw,float64,1140,71250,4,2002-2002,"[4.0, 4.0, 4.0, 3.0]"
acqreps,float64,1139,71251,5,2006-2006,"[3.0, 4.0, 4.0, 3.0, 3.0]"
frtvegs,float64,1139,71251,5,2022-2022,"[5.0, 3.0, 5.0, 3.0, 5.0]"
down1a,float64,1139,71251,17,2002-2002,"[13.0, 6.0, 4.0, 14.0, 10.0]"
frdhelps,float64,1139,71251,5,2002-2002,"[3.0, 3.0, 4.0, 5.0, 1.0]"
frdknows,float64,1139,71251,5,2002-2002,"[1.0, 1.0, 2.0, 1.0, 1.0]"
frndrac2,float64,1139,71251,5,1998-1998,"[4.0, 4.0, 4.0, 2.0, 4.0]"
relpast,float64,1139,71251,5,2018-2018,"[4.0, 3.0, 2.0, 3.0, 4.0]"
drinkday1,float64,1138,71252,5,2022-2022,"[2.0, 2.0, 1.0, 1.0, 2.0]"
docvst,float64,1138,71252,5,2022-2022,"[3.0, 2.0, 3.0, 2.0, 2.0]"
relgenbar,float64,1138,71252,5,2018-2018,"[2.0, 4.0, 2.0, 4.0, 3.0]"
hlpjob,float64,1138,71252,7,2018-2018,"[4.0, 6.0, 4.0, 6.0, 2.0]"
hlthweb,float64,1138,71252,7,2022-2022,"[5.0, 4.0, 5.0, 4.0, 1.0]"
rudewk,float64,1137,71253,4,2012-2012,"[3.0, 4.0, 2.0, 4.0]"
down2a,float64,1137,71253,17,2002-2002,"[8.0, 1.0, 6.0, 10.0, 7.0]"
frdthink,float64,1137,71253,5,2002-2002,"[1.0, 1.0, 4.0, 2.0, 1.0]"
hlthpain,float64,1135,71255,5,2022-2022,"[1.0, 4.0, 4.0, 3.0, 3.0]"
famrnk,float64,1135,71255,7,2000-2000,"[5.0, 7.0, 4.0, 4.0, 6.0]"
denyrais,float64,1135,71255,4,2012-2012,"[4.0, 4.0, 4.0, 1.0]"
eharaswk,float64,1135,71255,4,2012-2012,"[4.0, 4.0, 4.0, 4.0]"
othfrd,float64,1135,71255,30,2002-2002,"[30.0, 0.0, 10.0, 0.0, 20.0]"
godparts,float64,1134,71256,4,2002-2002,"[4.0, 3.0, 4.0, 4.0]"
natlack,float64,1134,71256,4,2018-2018,"[3.0, 2.0, 4.0, 2.0]"
ignorwk,float64,1134,71256,4,2012-2012,"[4.0, 4.0, 3.0, 3.0]"
racists,float64,1133,71257,5,1990-1990,"[5.0, 3.0, 3.0, 4.0, 3.0]"
sick2a,float64,1133,71257,18,2002-2002,"[12.0, 4.0, 12.0, 1.0, 4.0]"
diagnosd,float64,1133,71257,2,2018-2018,"[2.0, 2.0]"
hlthconf,float64,1132,71258,5,2022-2022,"[5.0, 3.0, 1.0, 3.0, 3.0]"
infobiz,float64,1132,71258,5,2000-2000,"[5.0, 3.0, 4.0, 4.0, 4.0]"
abmedgov1,float64,1131,71259,2,2018-2018,"[1.0, 1.0]"
fishexp1,float64,1131,71259,4,2008-2008,"[1.0, 2.0, 1.0, 1.0]"
trustpeo,float64,1131,71259,5,2002-2002,"[1.0, 1.0, 2.0, 2.0, 1.0]"
unsklrnk,float64,1131,71259,7,2000-2000,"[7.0, 1.0, 5.0, 5.0, 6.0]"
hlthnot,float64,1131,71259,5,2022-2022,"[2.0, 1.0, 1.0, 2.0, 1.0]"
crimlose,float64,1131,71259,7,2014-2014,"[4.0, 5.0, 5.0, 7.0, 7.0]"
dofirst,float64,1130,71260,9,2018-2018,"[1.0, 1.0, 2.0, 1.0, 1.0]"
mhdiagno,float64,1130,71260,2,2018-2018,"[2.0, 2.0]"
borrow1a,float64,1130,71260,17,2002-2002,"[5.0, 16.0, 9.0, 16.0, 2.0]"
borrow2a,float64,1130,71260,18,2002-2002,"[8.0, 19.0, 11.0, 19.0, 6.0]"
comyear,float64,1130,71260,83,2002-2002,"[2000.0, 1930.0, 1994.0, 1976.0, 2000.0]"
hlthprb,float64,1129,71261,5,2022-2022,"[3.0, 3.0, 2.0, 3.0, 1.0]"
liedcwkr,float64,1129,71261,4,2012-2012,"[4.0, 3.0, 4.0, 4.0]"
geneself2,float64,1129,71261,2,2018-2018,"[1.0, 1.0]"
advantge,float64,1129,71261,5,2002-2002,"[4.0, 2.0, 2.0, 4.0, 3.0]"
hmo7,float64,1128,71262,5,1998-1998,"[4.0, 2.0, 4.0, 2.0, 2.0]"
fepresch2,float64,1128,71262,5,2022-2022,"[5.0, 3.0, 4.0, 5.0, 5.0]"
smokeday,float64,1128,71262,7,2022-2022,"[1.0, 1.0, 2.0, 1.0, 4.0]"
docalt,float64,1128,71262,5,2022-2022,"[3.0, 2.0, 1.0, 1.0, 1.0]"
infocol,float64,1127,71263,5,2000-2000,"[1.0, 2.0, 2.0, 1.0, 2.0]"
